,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
554,교육·키즈,무한응용 바퀴놀이 왕! 무엇이든 조립해서 달려요! 로빙블록,(주)로빙,37%,"371,000원",,7,9,무한응용 바퀴놀이 왕- 무엇이든 조립해서 달려요!  신개념 DIY조립 무빙블록 교구,2019.07.18-2019.08.25,"1,000,000원"
555,교육·키즈,수동바운서를 자동으로 바꿔주는 마법같은 자동바운싱모듈,베이비배(BabyBAE),37%,"1,114,500원",,29,21,육아를 직접 경험한 아빠가 만들었습니다. 이제 바운서 손으로 흔들지 마세요. 부담없는 가격으로 수동바운서를 자동바운서로 바꿔드립니다. 모빌도 자동으로 흔들립니다.,2019.02.01-2019.03.24,"3,000,000원"
556,교육·키즈,<스크래치 주니어 스토리텔링> 코딩 교육의 새로운 접근법!,(주)마이크로컴퓨팅,36%,"369,200원",,18,6,"전세계 어린이들이 가장 처음 접하는 코딩 교육, 스크래치 주니어! VR/AR 동화 체험을 통해 생생한 즐거움 느끼고, 스크래치 주니어로 나만의 4컷 동화 만들어 유튜브까지 한번에!",2020.08.26-2020.09.07,"1,000,000원"
557,교육·키즈,일상이 작품이 되는 인생액자 - 더모먼트77,BPLAY:craft(비플레이:크래프트) (손성훈),36%,"360,000원",,13,20,우리들의 일상은 생각보다 훨씬 멋진 작품입니다.,2019.06.25-2019.07.15,"1,000,000원"
558,교육·키즈,효과 만점! 성적 만점!! 만점오답노트,스터디위즈(studywiz),36%,"180,600원",,22,10,오답의 원인을 분석하여 유형별로 통계를 내고 적합한 맞춤형 대책에 따라 오답풀이를 하여 변형된 문제까지 확실하게 풀 수 있도록 해주는 만점오답노트,2019.05.29-2019.06.17,"500,000원"
559,교육·키즈,"Do It Kidself! 아이가 만드는 우리 집 놀이터, DIK",청광놀티르,35%,"1,759,000원",,24,24,"Do It Kidself 는 아이를 초점으로 둔 DIY(Do It Yourself)의 변형으로, 집 안에서 아이들이 원하는 대로 놀이터를 만들어줄 수 있는 다기능 놀이터입니다.",2017.02.22-2017.04.06,"5,000,000원"
560,교육·키즈,내 아이를 위해 세상에 단 1권만 존재하는 맞춤형 동화책 - 원더키디,꿈벌조합,35%,"879,000원",,57,51,원더키디는 내 아이를 위해 세상에 단 1권만 존재하는 동화책입니다. 본인이 스토리의 주인공으로 활약하는 동화책을 내 아이의 생일이나 특별한 날에 선물해 주세요!,2020.12.25-2021.01.21,"2,500,000원"
561,교육·키즈,"종이로 만드는 아이들의 세상 ""아이브릭 종이 빅 블럭""",시우(SIU),34%,"343,000원",,9,18,아이브릭 종이 빅 블럭으로 우리 아이들은 작은 건축가가 되어 자신만의 즐거운 세상을 만들어 갑니다.,2018.03.23-2018.04.30,"1,000,000원"
562,교육·키즈,"우주에 존재하는 힘, 과학 보드게임, '플레이 더 포스'",콘센트,34%,"1,025,400원",,29,15,우주에 존재하는 힘들의 특성을 이용하여 즐기는 과학 보드게임,2020.10.12-2020.11.06,"3,000,000원"
563,교육·키즈,"놀면서 배우는 한국이야기, 다카마 페이퍼토이",주식회사 디케이엠,34%,"343,100원",,14,11,"아이들이 역사와 문화에 쉽게 다가갈 수 있도록 놀이와 학습을 겸비한 페이퍼토이, 다카마 페이퍼토이 !",2019.01.11-2019.02.10,"1,000,000원"
564,교육·키즈,"아이를 위한 똑똑한 독서 솔루션, 리딩오션",리딩오션 (최성규),33%,"990,000원",,29,5,책 1권 가격으로 100권의 책을 읽을 수 있습니다.,2017.01.23-2017.02.18,"3,000,000원"
565,교육·키즈,"[앵콜] 미디 작곡, 취미로 투잡하기",컬처 크리에이터,33%,"168,000원",,10,27,"미디 작곡, 취미 음악으로 투잡을 하는 온라인 동영상 강의입니다.",2020.10.21-2020.10.29,"500,000원"
566,교육·키즈,성적 향상의 지름길-<오답분석 매뉴얼>을 활용한 과학적인 오답원인 분석,스터디위즈,32%,"161,100원",,12,11,"성적 향상의 지름길-<오답분석 매뉴얼>을 활용하여 오답의 원인을 과학적으로 진단하고, 문제를 틀리게 한 취약한 역량을 보완할 수 있도록 학업 역량을 계발하는 프로젝트입니다.",2019.03.05-2019.03.28,"500,000원"
567,교육·키즈,우리 아이 미세먼지 지킴이 GIFTAIR : 기프트에어,(주)에어,31%,"3,177,000원",,55,13,유모차에 장착 혹은 원하는 곳에 거치하여 미세먼지로부터 아이들을 보호해줄 수 있는 신개념 공기 관리 제품 GIFTAIR입니다. 이젠 맑은 공기를 선물하세요.,2015.12.22-2016.01.25,"10,000,000원"
568,교육·키즈,"""빛나라 태권키즈""와 함께 아이들 첫 번째 태권도 선생님이 되어주세요!",제이엔위즈,31%,"310,000원",,11,14,이제는 먼 옛날 얘기처럼 느껴지는 씩씩한 아이의 모습.,2021.01.04-2021.01.22,"1,000,000원"
569,교육·키즈,"가끔은 넘어져도 괜찮아, 국내 최초 ""실패 코리아 2020 eBook""",픗픗 아카데미,28%,"141,900원",,22,4,'철푸덕' 넘어진 5인의 유쾌한 이야기. 그들의 '잘' 넘어진 이야기로 다시 일어나는 법을 배워봅니다.,2020.03.31-2020.04.13,"500,000원"
570,교육·키즈,부자엄마 아빠  미국부동산  투자자 변신프로젝트- 크라우드펀딩 실전투자,림벅랩앤펙토리,28%,"199,998원",,7,6,"본 리워드는  미국 부동산 투자멤버가 되어, 부자인생을 만들기 위한 실전투자 프로젝트 입니다.  미국 은행돈을 활용하여  공동으로 미국부동산을 투자하는 비법 노하우를 알려드립니다.",2020.05.04-2020.05.11,"700,000원"
571,교육·키즈,엄마도 함께 착용하는 미아방지 목걸이-10to6 Jewelry,10to6(텐투식스),27%,"540,000원",,21,7,"몇 달만 사용하는 리워드가 아닌 아이가 크는 동안, 그리고 어른이 되어서도 착용할 수 있는 14k 미아방지 목걸이입니다.",2017.01.02-2017.02.12,"2,000,000원"
